State,Year,Population,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
Maine,1971,1003000,22329,7529,13318,1482,2226.2,750.6,1327.8,147.8
Maine,1972,1029000,25514,8155,15688,1671,2479.5,792.5,1524.6,162.4
Maine,1973,1028000,27962,10007,16107,1848,2720,973.4,1566.8,179.8
Maine,1974,1047000,36254,13809,20375,2070,3462.7,1318.9,1946,197.7
Maine,1975,1059000,39608,14418,22958,2232,3740.1,1361.5,2167.9,210.8
Maine,1976,1070000,41349,14051,25011,2287,3864.4,1313.2,2337.5,213.7
Maine,1977,1085000,41780,13596,25505,2679,3850.7,1253.1,2350.7,246.9
Maine,1978,1091000,42885,13542,26579,2764,3930.8,1241.2,2436.2,253.3
Maine,1979,1097000,45030,12592,29828,2610,4104.8,1147.9,2719.1,237.9
Maine,1980,1123670,46904,13291,31151,2462,4174.2,1182.8,2772.3,219.1
Maine,1981,1132000,45820,14081,29545,2194,4047.7,1243.9,2610,193.8
Maine,1982,1133000,41884,11862,27863,2159,3696.7,1047,2459.2,190.6
Maine,1983,1146000,40357,11415,27022,1920,3521.6,996.1,2357.9,167.5
Maine,1984,1156000,38944,10267,26811,1866,3368.9,888.1,2319.3,161.4
Maine,1985,1164000,40789,10607,28260,1922,3504.2,911.3,2427.8,165.1
Maine,1986,1174000,38909,9433,27548,1928,3314.2,803.5,2346.5,164.2
Maine,1987,1187000,40122,9148,28916,2058,3380.1,770.7,2436.1,173.4
Maine,1988,1206000,41249,9852,28928,2469,3420.3,816.9,2398.7,204.7
Maine,1989,1222000,42116,9810,30067,2239,3446.5,802.8,2460.5,183.2
Maine,1990,1227928,43647,10106,31372,2169,3554.5,823,2554.9,176.6
Maine,1991,1235000,44900,11146,31737,2017,3635.6,902.5,2569.8,163.3
Maine,1992,1235000,41900,10156,29966,1778,3392.7,822.3,2426.4,144
Maine,1993,1239000,37519,8909,26945,1665,3028.2,719,2174.7,134.4
Maine,1994,1240000,38971,8938,28257,1776,3142.8,720.8,2278.8,143.2
Maine,1995,1241000,39132,9015,28444,1673,3153.3,726.4,2292,134.8
Maine,1996,1243000,40636,9303,29557,1776,3269.2,748.4,2377.9,142.9
Maine,1997,1242000,37396,8241,27513,1642,3011,663.5,2215.2,132.2
Maine,1998,1244000,36261,8295,26457,1509,2914.9,666.8,2126.8,121.3
Maine,1999,1253040,34618,7532,25392,1694,2762.7,601.1,2026.4,135.2
Maine,2000,1274923,32003,6775,23906,1322,2510.2,531.4,1875.1,103.7
Maine,2001,1284470,33154,6898,24585,1671,2581.1,537,1914,130.1
Maine,2002,1294894,32985,6965,24591,1429,2547.3,537.9,1899.1,110.4
Maine,2003,1309205,32078,6579,24043,1456,2450.2,502.5,1836.5,111.2
Maine,2004,1314985,31740,6341,24096,1303,2413.7,482.2,1832.4,99.1
Maine,2005,1318220,31889,6323,24218,1348,2419,479.7,1837,102
Maine,2006,1321574,33658,6846,25465,1347,2546.8,518,1926.9,101.9
Maine,2007,1317207,32249,6745,24228,1276,2448.3,512.1,1839.3,96.9
Maine,2008,1316456,32433,6559,24695,1179,2463.7,498.2,1875.9,89.6
Maine,2009,1318301,31706,6729,23955,1022,2405.1,510.4,1817.1,77.5
Maine,2010,1327379,32900,7364,24547,989,2478.6,554.8,1849.3,74.5
Maine,2011,1328544,33829,7865,24886,1078,2546.3,592,1873.2,81.1
Maine,2012,1328501,33398,7476,24931,991,2514,562.7,1876.6,74.6
Maine,2013,1328702,30454,6480,23063,911,2292,487.7,1735.8,68.6
Maine,2014,1330089,26421,5030,20592,799,1986.4,378.2,1548.2,60.1
Maryland,1960,3100689,47092,11360,30024,5708,1518.8,366.4,968.3,184.1
Maryland,1961,3188000,52106,12348,33461,6297,1634.4,387.3,1049.6,197.5
Maryland,1962,3191000,55410,12886,36298,6226,1736.4,403.8,1137.5,195.1
Maryland,1963,3289000,65169,15968,41387,7814,1981.4,485.5,1258.3,237.6
Maryland,1964,3432000,74473,18735,46471,9267,2170,545.9,1354.1,270
Maryland,1965,3519000,87072,22474,53831,10767,2474.3,638.6,1529.7,306
Maryland,1966,3613000,103066,27254,60270,15542,2852.6,754.3,1668.1,430.2
Maryland,1967,3682000,126522,37366,71147,18009,3436.2,1014.8,1932.3,489.1
Maryland,1968,3757000,148656,48886,77041,22729,3956.8,1301.2,2050.6,605
Maryland,1969,3765000,147891,41970,83610,22311,3928,1114.7,2220.7,592.6
Maryland,1970,3922399,157528,41234,94816,21478,4016.1,1051.2,2417.3,547.6
Maryland,1971,4000000,167110,44900,101138,21072,4177.8,1122.5,2528.5,526.8
Maryland,1972,4056000,161328,45090,94571,21667,3977.5,1111.7,2331.6,534.2
Maryland,1973,4070000,168917,46584,100036,22297,4150.3,1144.6,2457.9,547.8
Maryland,1974,4094000,201877,57433,120562,23882,4931,1402.9,2944.8,583.3
Maryland,1975,4098000,213002,57912,133908,21182,5197.7,1413.2,3267.6,516.9
Maryland,1976,4144000,208483,56356,134355,17772,5031,1359.9,3242.2,428.9
Maryland,1977,4139000,207206,57946,131526,17734,5006.2,1400,3177.7,428.5
Maryland,1978,4143000,210530,58907,134024,17599,5081.6,1421.8,3235,424.8
Maryland,1979,4149000,228159,62630,145297,20232,5499.1,1509.5,3502,487.6
Maryland,1980,4192211,242214,71183,152144,18887,5777.7,1698,3629.2,450.5
Maryland,1981,4261000,241625,70740,152405,18480,5670.6,1660.2,3576.7,433.7
Maryland,1982,4265000,220174,60547,142903,16724,5162.3,1419.6,3350.6,392.1
Maryland,1983,4304000,195828,52697,127443,15688,4549.9,1224.4,2961,364.5
Maryland,1984,4349000,192325,51484,123567,17274,4422.3,1183.8,2841.3,397.2
Maryland,1985,4392000,199318,52995,126077,20246,4538.2,1206.6,2870.6,461
Maryland,1986,4463000,212831,55593,132904,24334,4768.8,1245.6,2977.9,545.2
Maryland,1987,4535000,213589,52718,134485,26386,4709.8,1162.5,2965.5,581.8
Maryland,1988,4644000,227457,54735,141509,31213,4897.9,1178.6,3047.1,672.1
Maryland,1989,4694000,220955,52735,137043,31177,4707.2,1123.5,2919.5,664.2
Maryland,1990,4781468,234842,53549,147407,33886,4911.5,1119.9,3082.9,708.7
Maryland,1991,4860000,255299,56258,163524,35517,5253.1,1157.6,3364.7,730.8
Maryland,1992,4908000,256418,55520,165244,35654,5224.5,1131.2,3366.8,726.4
Maryland,1993,4965000,253647,56246,163471,33930,5108.7,1132.8,3292.5,683.4
Maryland,1994,5006000,259039,52234,168608,38197,5174.6,1043.4,3368.1,763
Maryland,1995,5042000,267625,53320,178126,36179,5307.9,1057.5,3532.8,717.6
Maryland,1996,5072000,260231,50331,173817,36083,5130.7,992.3,3427,711.4
Maryland,1997,5094000,244842,47918,166256,30668,4806.5,940.7,3263.8,602
Maryland,1998,5135000,234624,47393,159019,28212,4569.1,922.9,3096.8,549.4
Maryland,1999,5171634,215973,43230,147296,25447,4176.1,835.9,2848.2,492
Maryland,2000,5296486,213422,39426,145423,28573,4029.5,744.4,2745.7,539.5
Maryland,2001,5386079,219512,41553,145934,32025,4075.5,771.5,2709.5,594.6
Maryland,2002,5450525,217105,39765,143320,34020,3983.2,729.6,2629.5,624.2
Maryland,2003,5512310,209418,38641,134372,36405,3799.1,701,2437.7,660.4
Maryland,2004,5561332,202474,36704,129888,35882,3640.7,660,2335.6,645.2
Maryland,2005,5589599,198483,35922,128491,34070,3551,642.7,2299,610
Maryland,2006,5615727,195484,37459,127502,30523,3481,667,2270.4,543.5
Maryland,2007,5618344,192796,37095,127308,28393,3431.5,660.2,2265.9,505.4
Maryland,2008,5633597,198165,38849,133983,25333,3517.6,689.6,2378.3,449.7
Maryland,2009,5699478,182295,36905,125771,19619,3198.5,647.5,2206.7,344.2
Maryland,2010,5785681,173309,36704,118578,18027,2995.5,634.4,2049.5,311.6
Maryland,2011,5839572,166846,35823,114951,16072,2857.2,613.5,1968.5,275.2
Maryland,2012,5884868,162309,33803,113550,14956,2758.1,574.4,1929.5,254.1
Maryland,2013,5938737,157918,31950,112551,13417,2659.1,538,1895.2,225.9
Maryland,2014,5976407,149859,28012,108745,13102,2507.5,468.7,1819.6,219.2
Massachusetts,1960,5148578,60255,15918,33469,10868,1170.3,309.2,650.1,211.1
Massachusetts,1961,5234000,73783,19683,39885,14215,1409.7,376.1,762,271.6
Massachusetts,1962,5161000,80900,21181,44051,15668,1567.5,410.4,853.5,303.6
Massachusetts,1963,5218000,86602,23121,44382,19099,1659.7,443.1,850.6,366
Massachusetts,1964,5338000,101540,28278,49129,24133,1902.2,529.7,920.4,452.1
Massachusetts,1965,5348000,108185,29655,49997,28533,2022.9,554.5,934.9,533.5
Massachusetts,1966,5383000,116276,33326,53244,29706,2160.1,619.1,989.1,551.8
Massachusetts,1967,5421000,127638,36621,54837,36180,2354.5,675.5,1011.6,667.4
Massachusetts,1968,5437000,157886,47210,66823,43853,2903.9,868.3,1229,806.6
Massachusetts,1969,5467000,179901,56450,76501,46950,3290.7,1032.6,1399.3,858.8
Massachusetts,1970,5689170,201592,64523,87114,49955,3543.4,1134.1,1531.2,878.1
Massachusetts,1971,5758000,235015,77145,101161,56709,4081.5,1339.8,1756.9,984.9
Massachusetts,1972,5787000,220591,71894,92425,56272,3811.8,1242.3,1597.1,972.4
Massachusetts,1973,5818000,242556,77395,100605,64556,4169.1,1330.3,1729.2,1109.6
Massachusetts,1974,5800000,289666,89891,120572,79203,4994.2,1549.8,2078.8,1365.6
Massachusetts,1975,5828000,328423,99802,137058,91563,5635.3,1712.5,2351.7,1571.1
Massachusetts,1976,5809000,314946,96554,142135,76257,5421.7,1662.1,2446.8,1312.7
Massachusetts,1977,5782000,288158,88594,133642,65922,4983.7,1532.2,2311.3,1140.1
Massachusetts,1978,5774000,282260,87482,131519,63259,4888.5,1515.1,2277.8,1095.6
Massachusetts,1979,5769000,310756,92570,152135,66051,5386.7,1604.6,2637.1,1144.9
Massachusetts,1980,5728288,313787,99697,153849,60241,5477.8,1740.4,2685.8,1051.6
Massachusetts,1981,5770000,300428,95080,147691,57657,5206.7,1647.8,2559.6,999.3
Massachusetts,1982,5781000,285140,82212,146933,55995,4932.4,1422.1,2541.7,968.6
Massachusetts,1983,5767000,255707,72291,133883,49533,4434,1253.5,2321.5,858.9
Massachusetts,1984,5798000,235675,63756,123214,48705,4064.8,1099.6,2125.1,840
Massachusetts,1985,5822000,245665,65231,130088,50346,4219.6,1120.4,2234.4,864.8
Massachusetts,1986,5832000,242989,62455,127668,52866,4166.5,1070.9,2189.1,906.5
Massachusetts,1987,5855000,244105,62056,127939,54110,4169.2,1059.9,2185.1,924.2
Massachusetts,1988,5871000,256639,62307,141933,52399,4371.3,1061.3,2417.5,892.5
Massachusetts,1989,5913000,263780,63004,146925,53851,4461,1065.5,2484.8,910.7
Massachusetts,1990,6016425,274442,66942,151933,55567,4561.5,1112.7,2525.3,923.6
Massachusetts,1991,5996000,274990,69977,149930,55083,4586.2,1167.1,2500.5,918.7
Massachusetts,1992,5998000,253344,64318,141610,47416,4223.8,1072.3,2361,790.5
Massachusetts,1993,6012000,245831,60220,136548,49063,4089,1001.7,2271.3,816.1
Massachusetts,1994,6041000,225532,53222,129962,42348,3733.4,881,2151.3,701
Massachusetts,1995,6074000,221971,49669,135586,36716,3654.4,817.7,2232.2,604.5
Massachusetts,1996,6092000,194636,42896,119562,32178,3194.9,704.1,1962.6,528.2
Massachusetts,1997,6118000,185437,40491,115494,29452,3031,661.8,1887.8,481.4
Massachusetts,1998,6147000,173011,37333,109275,26403,2814.6,607.3,1777.7,429.5
Massachusetts,1999,6175169,167437,32964,108845,25628,2711.5,533.8,1762.6,415
Massachusetts,2000,6349097,161901,30600,105425,25876,2550,482,1660.5,407.6
Massachusetts,2001,6401164,167079,32430,106821,27828,2610.1,506.6,1668.8,434.7
Massachusetts,2002,6421800,167753,33243,107922,26588,2612.2,517.7,1680.6,414
Massachusetts,2003,6420357,164543,34963,104069,25511,2562.8,544.6,1620.9,397.3
Massachusetts,2004,6407382,158150,34497,101605,22048,2468.2,538.4,1585.7,344.1
Massachusetts,2005,6433367,151727,34728,98079,18920,2358,539.8,1524,294
Massachusetts,2006,6437193,153943,35243,100725,17975,2391.5,547.5,1564.7,279.2
Massachusetts,2007,6449755,154743,35767,103925,15051,2399.2,554.5,1611.3,233.4
Massachusetts,2008,6497967,155919,36251,106913,12755,2399.5,557.9,1645.3,196.3
Massachusetts,2009,6593587,153178,34515,106799,11864,2323.1,523.5,1619.7,179.9
Massachusetts,2010,6555466,154496,37903,105124,11469,2356.8,578.2,1603.6,175
Massachusetts,2011,6607003,148829,36403,101644,10782,2252.6,551,1538.4,163.2
Massachusetts,2012,6645303,143325,34635,99453,9237,2156.8,521.2,1496.6,139
Massachusetts,2013,6708874,137274,30716,97437,9121,2046.2,457.8,1452.4,136
Massachusetts,2014,6745408,125267,24964,92043,8260,1857.1,370.1,1364.5,122.5
Michigan,1960,7823194,191001,56724,120237,14040,2441.5,725.1,1536.9,179.5
Michigan,1961,7954000,197630,57647,125964,14019,2484.7,724.8,1583.7,176.3
Michigan,1962,7991000,204073,57641,130499,15933,2553.8,721.3,1633.1,199.4
Michigan,1963,8116000,223075,58884,145863,18328,2748.6,725.5,1797.2,225.8
Michigan,1964,8098000,237109,63956,151910,21243,2928,789.8,1875.9,262.3
Michigan,1965,8218000,248290,71289,150410,26591,3021.3,867.5,1830.3,323.6
Michigan,1966,8374000,282725,82403,170722,29600,3376.2,984,2038.7,353.5
Michigan,1967,8584000,315295,99624,182277,33394,3673.1,1160.6,2123.5,389
Michigan,1968,8740000,327217,101664,187952,37601,3743.9,1163.2,2150.5,430.2
Michigan,1969,8766000,377085,115315,217834,43936,4301.7,1315.5,2485,501.2
Michigan,1970,8875083,437700,139398,257118,41184,4931.8,1570.7,2897.1,464
Michigan,1971,8997000,462500,151756,265951,44793,5140.6,1686.7,2956,497.9
Michigan,1972,9082000,436693,143709,249940,43044,4808.3,1582.3,2752,473.9
Michigan,1973,9044000,443538,143311,250638,49589,4904.2,1584.6,2771.3,548.3
Michigan,1974,9098000,533160,173215,303110,56835,5860.2,1903.9,3331.6,624.7
Michigan,1975,9157000,559915,173231,327174,59510,6114.6,1891.8,3572.9,649.9
Michigan,1976,9104000,530965,151901,323243,55821,5832.2,1668.5,3550.6,613.1
Michigan,1977,9129000,477196,139006,288387,49803,5227.3,1522.7,3159,545.5
Michigan,1978,9189000,461002,132716,279958,48328,5016.9,1444.3,3046.7,525.9
Michigan,1979,9208000,509457,138806,315211,55440,5532.8,1507.5,3423.2,602.1
Michigan,1980,9228128,557051,160688,342384,53979,6036.4,1741.3,3710.2,584.9
Michigan,1981,9201000,571582,171331,341805,58446,6212.2,1862.1,3714.9,635.2
Michigan,1982,9109000,558195,165155,330031,63009,6128,1813.1,3623.1,691.7
Michigan,1983,9069000,522450,153438,302118,66894,5760.8,1691.9,3331.3,737.6
Michigan,1984,9075000,525979,149209,298192,78578,5795.9,1644.2,3285.9,865.9
Michigan,1985,9088000,511852,138792,297827,75233,5632.2,1527.2,3277.1,827.8
Michigan,1986,9145000,520127,138040,308894,73193,5687.6,1509.5,3377.7,800.4
Michigan,1987,9200000,522254,133602,319470,69182,5676.7,1452.2,3472.5,752
Michigan,1988,9300000,496867,122254,305693,68920,5342.7,1314.6,3287,741.1
Michigan,1989,9273000,487682,113579,307096,67007,5259.2,1224.8,3311.7,722.6
Michigan,1990,9295297,483764,106275,311153,66336,5204.4,1143.3,3347.4,713.7
Michigan,1991,9368000,499781,111126,324985,63670,5335,1186.2,3469.1,679.7
Michigan,1992,9437000,456800,98257,299486,59057,4840.5,1041.2,3173.5,625.8
Michigan,1993,9478000,441767,93143,290333,58291,4661,982.7,3063.2,615
Michigan,1994,9496000,444325,91849,290172,62304,4679.1,967.2,3055.7,656.1
Michigan,1995,9549000,429223,86872,280712,61639,4495,909.7,2939.7,645.5
Michigan,1996,9594000,430020,85908,276909,67203,4482.2,895.4,2886.3,700.5
Michigan,1997,9774000,422916,80726,276863,65327,4326.9,825.9,2832.6,668.4
Michigan,1998,9817000,398773,82249,258186,58338,4062.1,837.8,2630,594.3
Michigan,1999,9863775,369887,76736,236351,56800,3750,778,2396.2,575.8
Michigan,2000,9938444,353297,69790,227783,55724,3554.9,702.2,2291.9,560.7
Michigan,2001,10006266,352353,72038,226708,53607,3521.3,719.9,2265.7,535.7
Michigan,2002,10043221,335060,70970,214367,49723,3336.2,706.6,2134.4,495.1
Michigan,2003,10082364,330565,68316,208538,53711,3278.6,677.6,2068.3,532.7
Michigan,2004,10104206,309805,64233,194988,50584,3066.1,635.7,1929.8,500.6
Michigan,2005,10100833,312892,70527,194090,48275,3098,698.2,1922,478
Michigan,2006,10095643,325594,76313,199183,50098,3225.1,755.9,1973,496.2
Michigan,2007,10071822,308550,75273,191289,41988,3063.5,747.4,1899.2,416.9
Michigan,2008,10003422,295100,74787,184558,35755,2950,747.6,1844.9,357.4
Michigan,2009,9969727,284019,76046,178628,29345,2848.8,762.8,1791.7,294.3
Michigan,2010,9877143,271501,74345,169748,27408,2748.8,752.7,1718.6,277.5
Michigan,2011,9876801,251329,69755,156666,24908,2544.6,706.3,1586.2,252.2
Michigan,2012,9882519,249249,65560,158609,25080,2522.1,663.4,1604.9,253.8
Michigan,2013,9898193,230135,56256,149794,24085,2325,568.3,1513.3,243.3
Michigan,2014,9909877,202547,44184,137206,21157,2043.9,445.9,1384.5,213.5
Minnesota,1960,3413864,48614,12645,31303,4666,1424,370.4,916.9,136.7
Minnesota,1961,3470000,48865,13225,30971,4669,1408.2,381.1,892.5,134.6
Minnesota,1962,3475000,52088,13312,33781,4995,1498.9,383.1,972.1,143.7
Minnesota,1963,3500000,57409,14160,38075,5174,1640.3,404.6,1087.9,147.8
Minnesota,1964,3521000,67797,18833,42580,6384,1925.5,534.9,1209.3,181.3
Minnesota,1965,3554000,68411,18853,42393,7165,1924.9,530.5,1192.8,201.6
Minnesota,1966,3576000,76202,20713,46683,8806,2130.9,579.2,1305.5,246.3
Minnesota,1967,3582000,88160,25233,52454,10473,2461.2,704.4,1464.4,292.4
Minnesota,1968,3646000,102930,29232,60897,12801,2823.1,801.8,1670.2,351.1
Minnesota,1969,3700000,108583,28836,65527,14220,2934.7,779.4,1771,384.3
Minnesota,1970,3805069,116014,30507,72354,13153,3048.9,801.7,1901.5,345.7
Minnesota,1971,3881000,131274,34219,83741,13314,3382.5,881.7,2157.7,343.1
Minnesota,1972,3896000,123876,36124,74612,13140,3179.6,927.2,1915.1,337.3
Minnesota,1973,3897000,130855,39610,78122,13123,3357.8,1016.4,2004.7,336.7
Minnesota,1974,3917000,145857,43939,87280,14638,3723.7,1121.8,2228.2,373.7
Minnesota,1975,3926000,160641,46842,98784,15015,4091.7,1193.1,2516.1,382.5
Minnesota,1976,3965000,164235,44493,105978,13764,4142.1,1122.1,2672.8,347.1
Minnesota,1977,3975000,160471,45103,101731,13637,4037,1134.7,2559.3,343.1
Minnesota,1978,4008000,158495,43837,101646,13012,3954.5,1093.7,2536.1,324.7
Minnesota,1979,4060000,169376,45183,110827,13366,4171.8,1112.9,2729.7,329.2
Minnesota,1980,4061235,185668,50602,123050,12016,4571.7,1246,3029.9,295.9
Minnesota,1981,4090000,184387,52253,121834,10300,4508.2,1277.6,2978.8,251.8
Minnesota,1982,4133000,175048,48855,116375,9818,4235.4,1182.1,2815.8,237.6
Minnesota,1983,4144000,159268,44571,106034,8663,3843.3,1075.6,2558.7,209
Minnesota,1984,4162000,151082,41242,101240,8600,3630,990.9,2432.5,206.6
Minnesota,1985,4193000,162597,42663,108954,10980,3877.8,1017.5,2598.5,261.9
Minnesota,1986,4214000,171832,42319,117371,12142,4077.6,1004.2,2785.3,288.1
Minnesota,1987,4246000,183868,45384,125686,12798,4330.4,1068.9,2960.1,301.4
Minnesota,1988,4306000,173302,39167,119526,14609,4024.7,909.6,2775.8,339.3
Minnesota,1989,4353000,178252,39042,122673,16537,4094.9,896.9,2818.1,379.9
Minnesota,1990,4375099,185185,39691,129500,15994,4232.7,907.2,2959.9,365.6
Minnesota,1991,4432000,185268,37832,131330,16106,4180.2,853.6,2963.2,363.4
Minnesota,1992,4480000,190520,39859,134750,15911,4252.7,889.7,3007.8,355.2
Minnesota,1993,4517000,183347,38147,129727,15473,4059,844.5,2872,342.6
Minnesota,1994,4567000,181856,36157,131344,14355,3982,791.7,2875.9,314.3
Minnesota,1995,4610000,190911,36756,138414,15741,4141.2,797.3,3002.5,341.5
Minnesota,1996,4658000,192109,35515,138671,17923,4124.3,762.5,2977.1,384.8
Minnesota,1997,4686000,191006,35265,137872,17869,4076.1,752.6,2942.2,381.3
Minnesota,1998,4725000,176541,32486,128689,15366,3736.3,687.5,2723.6,325.2
Minnesota,1999,4775508,158717,27706,117736,13275,3323.6,580.2,2465.4,278
Minnesota,2000,4919479,157798,26116,118250,13432,3207.6,530.9,2403.7,273
Minnesota,2001,4984535,165046,25496,124519,15031,3311.2,511.5,2498.1,301.6
Minnesota,2002,5024791,164026,28034,122150,13842,3264.3,557.9,2430.9,275.5
Minnesota,2003,5064172,157663,27698,116216,13749,3113.3,546.9,2294.9,271.5
Minnesota,2004,5096546,155019,28048,113453,13518,3041.6,550.3,2226.1,265.2
Minnesota,2005,5126739,158301,29716,114304,14281,3088,579.6,2230,279
Minnesota,2006,5167101,159276,30306,115693,13277,3082.5,586.5,2239,257
Minnesota,2007,5197621,158257,29717,115892,12648,3044.8,571.7,2229.7,243.3
Minnesota,2008,5220393,149517,26558,112764,10195,2864.1,508.7,2160.1,195.3
Minnesota,2009,5266214,139286,25580,105160,8546,2644.9,485.7,1996.9,162.3
Minnesota,2010,5310658,136431,24415,103429,8587,2569,459.7,1947.6,161.7
Minnesota,2011,5347299,136183,25681,102354,8148,2546.8,480.3,1914.1,152.4
Minnesota,2012,5379646,138152,25378,104316,8458,2568.1,471.7,1939.1,157.2
Minnesota,2013,5422060,131193,22713,100514,7966,2419.6,418.9,1853.8,146.9
Minnesota,2014,5457173,125377,20773,96237,8367,2297.5,380.7,1763.5,153.3
Mississippi,1960,2178141,13113,4459,7603,1051,602,204.7,349.1,48.3
Mississippi,1961,2215000,13942,4703,7928,1311,629.4,212.3,357.9,59.2
Mississippi,1962,2248000,14830,5115,8481,1234,659.7,227.5,377.3,54.9
Mississippi,1963,2290000,13125,4259,7740,1126,573.1,186,338,49.2
Mississippi,1964,2314000,17786,6157,10359,1270,768.6,266.1,447.7,54.9
Mississippi,1965,2321000,18732,6626,10311,1795,807.1,285.5,444.2,77.3
Mississippi,1966,2327000,17374,5548,10438,1388,746.6,238.4,448.6,59.6
Mississippi,1967,2348000,18464,6053,11080,1331,786.4,257.8,471.9,56.7
Mississippi,1968,2342000,22066,7348,13031,1687,942.2,313.7,556.4,72
Mississippi,1969,2363000,22511,7479,13310,1722,952.6,316.5,563.3,72.9
Mississippi,1970,2216912,24898,7785,15376,1737,1123.1,351.2,693.6,78.4
Mississippi,1971,2226000,29476,9900,17363,2213,1324.2,444.7,780,99.4
Mississippi,1972,2263000,33778,12221,18829,2728,1492.6,540,832,120.5
Mississippi,1973,2281000,36205,13544,20066,2595,1587.2,593.8,879.7,113.8
Mississippi,1974,2324000,44489,17562,24042,2885,1914.3,755.7,1034.5,124.1
Mississippi,1975,2346000,49145,18398,27713,3034,2094.8,784.2,1181.3,129.3
Mississippi,1976,2354000,51150,19098,29176,2876,2172.9,811.3,1239.4,122.2
Mississippi,1977,2389000,54945,21873,29622,3450,2299.9,915.6,1239.9,144.4
Mississippi,1978,2404000,53698,20345,29703,3650,2233.7,846.3,1235.6,151.8
Mississippi,1979,2406000,63447,23428,36006,4013,2637,973.7,1496.5,166.8
Mississippi,1980,2511491,77234,29612,43142,4480,3075.2,1179.1,1717.8,178.4
Mississippi,1981,2530000,81789,29614,47587,4588,3232.8,1170.5,1880.9,181.3
Mississippi,1982,2551000,83622,30200,49504,3918,3278,1183.8,1940.6,153.6
Mississippi,1983,2587000,75740,26479,45584,3677,2927.7,1023.5,1762,142.1
Mississippi,1984,2598000,72169,25464,42952,3753,2777.9,980.1,1653.3,144.5
Mississippi,1985,2613000,78254,26701,47478,4075,2994.8,1021.9,1817,156
Mississippi,1986,2625000,80612,28242,48430,3940,3070.9,1075.9,1845,150.1
