State,Year,Population,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
Missouri,1968,4627000,150623,45188,84779,20656,3255.3,976.6,1832.3,446.4
Missouri,1969,4651000,176113,52037,97171,26905,3786.6,1118.8,2089.2,578.5
Missouri,1970,4677399,175344,53184,97004,25156,3748.8,1137,2073.9,537.8
Missouri,1971,4749000,173767,55427,94492,23848,3659,1167.1,1989.7,502.2
Missouri,1972,4753000,168724,52312,94051,22361,3549.8,1100.6,1978.8,470.5
Missouri,1973,4757000,177567,58740,97640,21187,3732.8,1234.8,2052.6,445.4
Missouri,1974,4777000,207114,70283,116428,20403,4335.6,1471.3,2437.3,427.1
Missouri,1975,4763000,233577,72047,139303,22227,4904,1512.6,2924.7,466.7
Missouri,1976,4778000,219057,67044,133542,18471,4584.7,1403.2,2794.9,386.6
Missouri,1977,4801000,197841,63290,116386,18165,4120.8,1318.3,2424.2,378.4
Missouri,1978,4860000,197293,65375,113992,17926,4059.5,1345.2,2345.5,368.8
Missouri,1979,4868000,214809,70423,124398,19988,4412.7,1446.7,2555.4,410.6
Missouri,1980,4901288,239115,81798,136998,20319,4878.6,1668.9,2795.1,414.6
Missouri,1981,4938000,237575,78173,140567,18835,4811.2,1583.1,2846.6,381.4
Missouri,1982,4951000,219888,68881,134383,16624,4441.3,1391.3,2714.3,335.8
Missouri,1983,4970000,201418,60496,125140,15782,4052.7,1217.2,2517.9,317.5
Missouri,1984,5008000,192123,55863,119749,16511,3836.3,1115.5,2391.2,329.7
Missouri,1985,5029000,194247,55252,120650,18345,3862.5,1098.7,2399.1,364.8
Missouri,1986,5066000,206463,57556,126674,22233,4075.5,1136.1,2500.5,438.9
Missouri,1987,5103000,212430,56711,133964,21755,4162.8,1111.3,2625.2,426.3
Missouri,1988,5139000,220578,58605,139648,22325,4292.2,1140.4,2717.4,434.4
Missouri,1989,5159000,231874,58594,146269,27011,4494.6,1135.8,2835.2,523.6
Missouri,1990,5117073,225422,54536,143287,27599,4405.3,1065.8,2800.2,539.4
Missouri,1991,5158000,239982,64643,146533,28806,4652.6,1253.3,2840.9,558.5
Missouri,1992,5193000,226246,57127,143288,25831,4356.7,1100.1,2759.3,497.4
Missouri,1993,5234000,227731,53673,145392,28666,4351,1025.5,2777.8,547.7
Missouri,1994,5278000,240898,55577,158283,27038,4564.2,1053,2998.9,512.3
Missouri,1995,5324000,237278,49649,162430,25199,4456.8,932.6,3050.9,473.3
Missouri,1996,5359000,240781,47919,168870,23992,4493,894.2,3151.1,447.7
Missouri,1997,5402000,228889,46900,155472,26517,4237.1,868.2,2878,490.9
Missouri,1998,5439000,232284,47455,160363,24466,4270.7,872.5,2948.4,449.8
Missouri,1999,5468338,223010,42476,157550,22984,4078.2,776.8,2881.1,420.3
Missouri,2000,5595211,225919,41685,159539,24695,4037.7,745,2851.3,441.4
Missouri,2001,5637309,238411,42977,167420,28014,4229.2,762.4,2969.9,496.9
Missouri,2002,5669544,230520,42721,159921,27878,4065.9,753.5,2820.7,491.7
Missouri,2003,5719204,233564,41997,161616,29951,4083.9,734.3,2825.8,523.7
Missouri,2004,5759532,224629,40472,158264,25893,3900.1,702.7,2747.9,449.6
Missouri,2005,5797703,227809,42822,159288,25699,3929,738.6,2747,443
Missouri,2006,5842713,224007,44734,153874,25399,3834,765.6,2633.6,434.7
Missouri,2007,5878415,225113,44897,156319,23897,3829.5,763.8,2659.2,406.5
Missouri,2008,5911605,216522,45763,150002,20757,3662.7,774.1,2537.4,351.1
Missouri,2009,5987580,201783,43591,140764,17428,3370,728,2350.9,291.1
Missouri,2010,5995715,200858,44197,140526,16135,3350,737.1,2343.8,269.1
Missouri,2011,6008984,199085,44875,138879,15331,3313.1,746.8,2311.2,255.1
Missouri,2012,6024522,199813,42510,140971,16332,3316.7,705.6,2340,271.1
Missouri,2013,6044917,189655,38797,134514,16344,3137.4,641.8,2225.2,270.4
Missouri,2014,6063589,176237,35258,124622,16357,2906.5,581.5,2055.3,269.8
Montana,1960,674767,13397,2675,9079,1643,1985.4,396.4,1345.5,243.5
Montana,1961,682000,13327,2857,8947,1523,1954.1,418.9,1311.9,223.3
Montana,1962,709000,13675,2941,9143,1591,1928.8,414.8,1289.6,224.4
Montana,1963,707000,14835,3380,9722,1733,2098.3,478.1,1375.1,245.1
Montana,1964,705000,14263,3328,9519,1416,2023.1,472.1,1350.2,200.9
Montana,1965,706000,14667,3197,10072,1398,2077.5,452.8,1426.6,198
Montana,1966,702000,16032,3482,10917,1633,2283.8,496,1555.1,232.6
Montana,1967,701000,16636,3661,11463,1512,2373.2,522.3,1635.2,215.7
Montana,1968,693000,17006,3935,11696,1375,2454,567.8,1687.7,198.4
Montana,1969,694000,17984,3899,12587,1498,2591.4,561.8,1813.7,215.9
Montana,1970,694409,19245,4123,13582,1540,2771.4,593.7,1955.9,221.8
Montana,1971,708000,21571,4637,15362,1572,3046.8,654.9,2169.8,222
Montana,1972,719000,21967,5092,15099,1776,3055.2,708.2,2100,247
Montana,1973,721000,23273,5448,16163,1662,3227.9,755.6,2241.7,230.5
Montana,1974,735000,28822,6526,20216,2080,3921.4,887.9,2750.5,283
Montana,1975,748000,29915,6546,21055,2314,3999.3,875.1,2814.8,309.4
Montana,1976,753000,30734,6333,22083,2318,4081.5,841,2932.7,307.8
Montana,1977,761000,29582,6125,21104,2353,3887.3,804.9,2773.2,309.2
Montana,1978,785000,28874,6170,20293,2411,3678.2,786,2585.1,307.1
Montana,1979,786000,33298,6314,24537,2447,4236.4,803.3,3121.8,311.3
Montana,1980,781592,37531,7430,27587,2514,4801.9,950.6,3529.6,321.7
Montana,1981,792000,37746,7651,27874,2221,4765.9,966,3519.4,280.4
Montana,1982,801000,32908,6759,24079,2070,4108.4,843.8,3006.1,258.4
Montana,1983,817000,36208,7420,26918,1870,4431.8,908.2,3294.7,228.9
Montana,1984,824000,36380,7070,27080,2230,4415,858,3286.4,270.6
Montana,1985,826000,35855,6835,26746,2274,4340.8,827.5,3238,275.3
Montana,1986,819000,35393,6491,27142,1760,4321.5,792.6,3314,214.9
Montana,1987,809000,35986,6521,27541,1924,4448.2,806.1,3404.3,237.8
Montana,1988,804000,33318,5657,25921,1740,4144,703.6,3224,216.4
Montana,1989,806000,31285,5575,23892,1818,3881.5,691.7,2964.3,225.6
Montana,1990,799065,34702,5666,27098,1938,4342.8,709.1,3391.2,242.5
Montana,1991,808000,28347,4231,22449,1667,3508.3,523.6,2778.3,206.3
Montana,1992,824000,36472,5306,29243,1923,4426.2,643.9,3548.9,233.4
Montana,1993,839000,38699,5992,30641,2066,4612.5,714.2,3652.1,246.2
Montana,1994,856000,41445,6178,32817,2450,4841.7,721.7,3833.8,286.2
Montana,1995,870000,40246,5060,32797,2389,4626,581.6,3769.8,274.6
Montana,1996,879000,38084,4908,30928,2248,4332.7,558.4,3518.5,255.7
Montana,1997,879000,37592,5002,30411,2179,4276.7,569.1,3459.7,247.9
Montana,1998,880000,36564,4575,29940,2049,4155,519.9,3402.3,232.8
Montana,1999,882779,29103,3876,23353,1874,3296.7,439.1,2645.4,212.3
Montana,2000,902195,32198,3624,26678,1896,3568.9,437.4,2957,210.2
Montana,2001,905382,30175,3670,24684,1821,3332.8,405.4,2726.4,201.1
Montana,2002,910372,28751,3289,23679,1783,3158.2,361.3,2601,195.9
Montana,2003,918157,28428,3722,22800,1906,3096.2,405.4,2483.2,207.6
Montana,2004,926920,27215,3515,22082,1618,2936.1,379.2,2382.3,174.6
Montana,2005,934737,29407,3642,23794,1971,3146,389.6,2546,211
Montana,2006,944632,26986,3380,21659,1947,2856.8,357.8,2292.9,206.1
Montana,2007,957861,27837,3476,22315,2046,2906.2,362.9,2329.7,213.6
Montana,2008,967440,26300,3689,20834,1777,2718.5,381.3,2153.5,183.7
Montana,2009,974989,24826,3686,19528,1612,2546.3,378.1,2002.9,165.3
Montana,2010,990958,25409,3692,20166,1551,2564.1,372.6,2035,156.5
Montana,2011,997667,23885,3347,19089,1449,2394.1,335.5,1913.4,145.2
Montana,2012,1005494,26102,3920,20484,1698,2595.9,389.9,2037.2,168.9
Montana,2013,1014864,26195,4122,20192,1881,2581.1,406.2,1989.6,185.3
Montana,2014,1023579,25312,3595,19674,2043,2472.9,351.2,1922.1,199.6
Nebraska,1960,1411330,16623,3267,11586,1770,1177.8,231.5,820.9,125.4
Nebraska,1961,1431000,17756,3730,12372,1654,1240.8,260.7,864.6,115.6
Nebraska,1962,1484000,18536,3894,12846,1796,1249.1,262.4,865.6,121
Nebraska,1963,1460000,20302,4290,14181,1831,1390.5,293.8,971.3,125.4
Nebraska,1964,1480000,22929,4832,15895,2202,1549.3,326.5,1074,148.8
Nebraska,1965,1477000,26203,5684,18115,2404,1774.1,384.8,1226.5,162.8
Nebraska,1966,1456000,27096,6117,18448,2531,1861,420.1,1267,173.8
Nebraska,1967,1435000,28407,7056,18651,2700,1979.6,491.7,1299.7,188.2
Nebraska,1968,1437000,32500,7292,20862,4346,2261.7,507.4,1451.8,302.4
Nebraska,1969,1449000,33217,6989,22106,4122,2292.4,482.3,1525.6,284.5
Nebraska,1970,1483791,35149,7486,23332,4331,2368.9,504.5,1572.5,291.9
Nebraska,1971,1512000,36033,8337,23846,3850,2383.1,551.4,1577.1,254.6
Nebraska,1972,1525000,37446,8489,24968,3989,2455.5,556.7,1637.2,261.6
Nebraska,1973,1542000,40490,9828,25994,4668,2625.8,637.4,1685.7,302.7
Nebraska,1974,1543000,47906,11939,31685,4282,3104.7,773.8,2053.5,277.5
Nebraska,1975,1546000,51887,11752,36563,3572,3356.2,760.2,2365,231
Nebraska,1976,1553000,52048,10626,37795,3627,3351.4,684.2,2433.7,233.5
Nebraska,1977,1561000,51906,11864,36154,3888,3325.2,760,2316.1,249.1
Nebraska,1978,1565000,50874,11687,35794,3393,3250.7,746.8,2287.2,216.8
Nebraska,1979,1574000,59295,12804,42195,4296,3767.2,813.5,2680.7,272.9
Nebraska,1980,1563921,63818,14316,45692,3810,4080.6,915.4,2921.6,243.6
Nebraska,1981,1576000,62977,14383,45324,3270,3996,912.6,2875.9,207.5
Nebraska,1982,1586000,59019,12867,43331,2821,3721.2,811.3,2732.1,177.9
Nebraska,1983,1597000,57012,12408,42026,2578,3569.9,777,2631.6,161.4
Nebraska,1984,1606000,52526,10339,39875,2312,3270.6,643.8,2482.9,144
Nebraska,1985,1606000,55514,11730,41278,2506,3456.7,730.4,2570.2,156
Nebraska,1986,1598000,57418,11956,42784,2678,3593.1,748.2,2677.3,167.6
Nebraska,1987,1594000,61853,13516,45692,2645,3880.4,847.9,2866.5,165.9
Nebraska,1988,1601000,61908,12251,46634,3023,3866.8,765.2,2912.8,188.8
Nebraska,1989,1611000,61413,12010,46403,3000,3812.1,745.5,2880.4,186.2
Nebraska,1990,1578385,61290,11424,47054,2812,3883.1,723.8,2981.1,178.2
Nebraska,1991,1593000,64031,11574,49071,3386,4019.5,726.6,3080.4,212.6
Nebraska,1992,1606000,63846,11477,49144,3225,3975.5,714.6,3060,200.8
Nebraska,1993,1607000,62725,10662,46811,5252,3903.2,663.5,2912.9,326.8
Nebraska,1994,1623000,65746,10963,48547,6236,4050.9,675.5,2991.2,384.2
Nebraska,1995,1637000,68140,10344,52044,5752,4162.5,631.9,3179.2,351.4
Nebraska,1996,1652000,66110,10152,50315,5643,4001.8,614.5,3045.7,342
Nebraska,1997,1657000,63717,9813,48363,5541,3845.3,592.2,2918.7,334.4
Nebraska,1998,1663000,65752,10544,49420,5788,3953.8,634,2971.7,348
Nebraska,1999,1666028,61277,10158,45679,5440,3678,609.7,2741.8,326.5
Nebraska,2000,1711263,64479,10131,49118,5230,3767.9,592,2870.3,305.6
Nebraska,2001,1720039,68963,9760,52713,6490,4009.4,567.4,3064.6,377.3
Nebraska,2002,1727564,68178,10329,51440,6409,3946.5,597.9,2977.6,371
Nebraska,2003,1737475,65189,10133,48924,6132,3751.9,583.2,2815.8,352.9
Nebraska,2004,1747704,61512,9826,46399,5287,3519.6,562.2,2654.9,302.5
Nebraska,2005,1758163,60348,9408,45359,5581,3432,535.1,2580,317
Nebraska,2006,1768331,59411,9535,44710,5166,3359.7,539.2,2528.4,292.1
Nebraska,2007,1774571,55765,9035,41484,5246,3142.4,509.1,2337.7,295.6
Nebraska,2008,1783432,51350,8731,38394,4225,2879.3,489.6,2152.8,236.9
Nebraska,2009,1796619,49731,8726,37496,3509,2768,485.7,2087,195.3
Nebraska,2010,1830141,48827,8318,36896,3613,2667.9,454.5,2016,197.4
Nebraska,2011,1842234,50894,8725,38060,4109,2762.6,473.6,2066,223
Nebraska,2012,1855350,51203,8745,38301,4157,2759.7,471.3,2064.4,224.1
Nebraska,2013,1868969,49197,8945,35791,4461,2632.3,478.6,1915,238.7
Nebraska,2014,1881503,47479,7950,35074,4455,2523.5,422.5,1864.1,236.8
Nevada,1960,285278,9399,2606,5675,1118,3294.7,913.5,1989.3,391.9
Nevada,1961,299000,10276,2724,6136,1416,3436.8,911,2052.2,473.6
Nevada,1962,335000,11712,2971,7054,1687,3496.1,886.9,2105.7,503.6
Nevada,1963,368000,16137,4221,9441,2475,4385.1,1147,2565.5,672.6
Nevada,1964,408000,16381,4416,9856,2109,4015,1082.4,2415.7,516.9
Nevada,1965,440000,15565,3863,9779,1923,3537.5,878,2222.5,437
Nevada,1966,454000,15472,4229,9494,1749,3407.9,931.5,2091.2,385.2
Nevada,1967,444000,18010,4734,11159,2117,4056.3,1066.2,2513.3,476.8
Nevada,1968,453000,18952,5808,11107,2037,4183.7,1282.1,2451.9,449.7
Nevada,1969,457000,21874,6245,13069,2560,4786.4,1366.5,2859.7,560.2
Nevada,1970,488738,26222,8116,14877,3229,5365.2,1660.6,3044,660.7
Nevada,1971,507000,25803,7635,15094,3074,5089.3,1505.9,2977.1,606.3
Nevada,1972,527000,28566,9262,16335,2969,5420.5,1757.5,3099.6,563.4
Nevada,1973,548000,33209,11781,18079,3349,6060,2149.8,3299.1,611.1
Nevada,1974,573000,40939,14053,23413,3473,7144.7,2452.5,4086,606.1
Nevada,1975,592000,44247,14487,26741,3019,7474.2,2447.1,4517.1,510
Nevada,1976,610000,46452,14594,28776,3082,7615.1,2392.5,4717.4,505.2
Nevada,1977,633000,45734,15528,26666,3540,7225,2453.1,4212.6,559.2
Nevada,1978,660000,49540,17551,28018,3971,7506.1,2659.2,4245.2,601.7
Nevada,1979,702000,56132,19799,31388,4945,7996,2820.4,4471.2,704.4
Nevada,1980,800312,63556,23263,34864,5429,7941.4,2906.7,4356.3,678.4
Nevada,1981,845000,65027,23046,36955,5026,7695.5,2727.3,4373.4,594.8
Nevada,1982,881000,62512,21256,36279,4977,7095.6,2412.7,4117.9,564.9
Nevada,1983,891000,53871,17922,31749,4200,6046.1,2011.4,3563.3,471.4
Nevada,1984,911000,54045,18023,31508,4514,5932.5,1978.4,3458.6,495.5
Nevada,1985,936000,55294,17312,33336,4646,5907.5,1849.6,3561.5,496.4
Nevada,1986,963000,53647,15446,33601,4600,5570.8,1603.9,3489.2,477.7
Nevada,1987,1007000,57154,16408,35157,5589,5675.7,1629.4,3491.3,555
Nevada,1988,1060000,60128,16376,37401,6351,5672.5,1544.9,3528.4,599.2
Nevada,1989,1111000,62732,15607,40686,6439,5646.4,1404.8,3662.1,579.6
Nevada,1990,1201833,65652,16434,42097,7121,5462.7,1367.4,3502.7,592.5
Nevada,1991,1284000,72183,18026,45781,8376,5621.7,1403.9,3565.5,652.3
Nevada,1992,1327000,73077,17108,46714,9255,5506.9,1289.2,3520.3,697.4
Nevada,1993,1389000,73685,17293,46137,10255,5304.9,1245,3321.6,738.3
Nevada,1994,1457000,82693,19735,51893,11065,5675.6,1354.5,3561.6,759.4
Nevada,1995,1530000,86203,20235,54563,11405,5634.2,1322.5,3566.2,745.4
Nevada,1996,1603000,83047,19558,52295,11194,5180.7,1220.1,3262.3,698.3
Nevada,1997,1677000,88307,21975,53112,13220,5265.8,1310.4,3167.1,788.3
Nevada,1998,1747000,81006,19873,47367,13766,4636.9,1137.6,2711.3,788
Nevada,1999,1809253,73874,17613,43167,13094,4083.1,973.5,2385.9,723.7
Nevada,2000,1998257,74823,17526,44125,13172,3744.4,877.1,2208.2,659.2
Nevada,2001,2097722,77486,17711,45073,14702,3693.8,844.3,2148.7,700.9
Nevada,2002,2167455,83896,18951,47459,17486,3870.7,874.3,2189.6,806.8
Nevada,2003,2242207,96128,21958,53321,20849,4287.2,979.3,2378.1,929.8
Nevada,2004,2332898,98215,23142,52438,22635,4210,992,2247.8,970.3
Nevada,2005,2412301,102424,23481,52012,26931,4246,973.4,2156,1116
Nevada,2006,2495529,102338,24902,50429,27007,4100.9,997.9,2020.8,1082.2
Nevada,2007,2565382,97118,24911,49844,22363,3785.7,971,1942.9,871.7
Nevada,2008,2600167,90006,24254,49814,15938,3461.5,932.8,1915.8,613
Nevada,2009,2643085,80976,22115,46463,12398,3063.7,836.7,1757.9,469.1
Nevada,2010,2704283,75004,22286,42533,10185,2773.5,824.1,1572.8,376.6
Nevada,2011,2720028,70075,20342,40156,9577,2576.3,747.9,1476.3,352.1
Nevada,2012,2754354,77510,22120,45372,10018,2814.1,803.1,1647.3,363.7
Nevada,2013,2791494,79177,23047,46132,9998,2836.4,825.6,1652.6,358.2
Nevada,2014,2839099,74538,21927,42426,10185,2625.4,772.3,1494.3,358.7
New Hampshire,1960,606921,4105,1108,2646,351,676.4,182.6,436,57.8
New Hampshire,1961,621000,4912,1573,2884,455,791,253.3,464.4,73.3
New Hampshire,1962,632000,6140,1781,3821,538,971.5,281.8,604.6,85.1
New Hampshire,1963,627000,5676,1751,3354,571,905.3,279.3,534.9,91.1
New Hampshire,1964,654000,6173,1827,3797,549,943.9,279.4,580.6,83.9
New Hampshire,1965,669000,6880,2117,4176,587,1028.4,316.4,624.2,87.7
New Hampshire,1966,681000,7491,2382,4411,698,1100,349.8,647.7,102.5
New Hampshire,1967,686000,7455,2350,4338,767,1086.7,342.6,632.4,111.8
New Hampshire,1968,702000,8832,2605,5235,992,1258.1,371.1,745.7,141.3
New Hampshire,1969,717000,10506,3322,6157,1027,1465.3,463.3,858.7,143.2
New Hampshire,1970,737681,12291,4172,6850,1269,1666.2,565.6,928.6,172
New Hampshire,1971,762000,15218,5082,8734,1402,1997.1,666.9,1146.2,184
New Hampshire,1972,771000,14861,4600,9299,962,1927.5,596.6,1206.1,124.8
New Hampshire,1973,791000,17776,5418,10863,1495,2247.3,685,1373.3,189
New Hampshire,1974,808000,24664,6629,15942,2093,3052.5,820.4,1973,259
New Hampshire,1975,818000,26559,6978,17470,2111,3246.8,853.1,2135.7,258.1
New Hampshire,1976,822000,28976,7706,19196,2074,3525.1,937.5,2335.3,252.3
New Hampshire,1977,849000,31235,8844,19900,2491,3679,1041.7,2343.9,293.4
New Hampshire,1978,871000,34393,10101,21630,2662,3948.7,1159.7,2483.4,305.6
New Hampshire,1979,887000,39373,10635,25856,2882,4438.9,1199,2915,324.9
New Hampshire,1980,919114,41358,12067,26443,2848,4499.8,1312.9,2877,309.9
New Hampshire,1981,935000,39034,11090,25692,2252,4174.8,1186.1,2747.8,240.9
New Hampshire,1982,951000,35229,8987,24115,2127,3704.4,945,2535.8,223.7
New Hampshire,1983,959000,30987,7882,21359,1746,3231.2,821.9,2227.2,182.1
New Hampshire,1984,977000,29347,7190,20314,1843,3003.8,735.9,2079.2,188.6
New Hampshire,1985,998000,31049,7608,21459,1982,3111.1,762.3,2150.2,198.6
New Hampshire,1986,1027000,32767,7754,22675,2338,3190.6,755,2207.9,227.7
New Hampshire,1987,1057000,34058,7344,24426,2288,3222.1,694.8,2310.9,216.5
New Hampshire,1988,1097000,34951,7489,24964,2498,3186.1,682.7,2275.7,227.7
New Hampshire,1989,1107000,37945,8157,27087,2701,3427.7,736.9,2446.9,244
New Hampshire,1990,1109252,38976,8158,28111,2707,3513.7,735.5,2534.2,244
New Hampshire,1991,1105000,36780,8126,26220,2434,3328.5,735.4,2372.9,220.3
New Hampshire,1992,1111000,32828,6909,23754,2165,2954.8,621.9,2138.1,194.9
New Hampshire,1993,1125000,31131,5795,23153,2183,2767.2,515.1,2058,194
New Hampshire,1994,1137000,29837,5275,22260,2302,2624.2,463.9,1957.8,202.5
New Hampshire,1995,1148000,29170,4806,22698,1666,2540.9,418.6,1977.2,145.1
New Hampshire,1996,1162000,31436,5063,24611,1762,2705.3,435.7,2118,151.6
New Hampshire,1997,1173000,29635,4612,23430,1593,2526.4,393.2,1997.4,135.8
New Hampshire,1998,1185000,27405,3852,22079,1474,2312.7,325.1,1863.2,124.4
New Hampshire,1999,1201134,26247,3698,21195,1354,2185.2,307.9,1764.6,112.7
New Hampshire,2000,1235786,27901,4992,20761,2148,2257.8,404,1680,173.8
New Hampshire,2001,1259359,27089,4889,20060,2140,2151,388.2,1592.9,169.9
New Hampshire,2002,1274405,26250,4838,19468,1944,2059.8,379.6,1527.6,152.5
New Hampshire,2003,1288705,26456,4589,19934,1933,2052.9,356.1,1546.8,150
New Hampshire,2004,1299169,26658,4979,19723,1956,2051.9,383.2,1518.1,150.6
New Hampshire,2005,1306819,24031,4192,18493,1346,1839,320.8,1415,103
New Hampshire,2006,1314895,26060,4395,20179,1486,1981.9,334.2,1534.6,113
New Hampshire,2007,1315828,26394,5074,19909,1411,2005.9,385.6,1513,107.2
New Hampshire,2008,1315809,28387,4266,22714,1407,2157.4,324.2,1726.2,106.9
New Hampshire,2009,1324575,28790,4915,22748,1127,2173.5,371.1,1717.4,85.1
New Hampshire,2010,1316807,29230,5444,22789,997,2219.8,413.4,1730.6,75.7
New Hampshire,2011,1317807,32756,6244,25398,1114,2485.6,473.8,1927.3,84.5
New Hampshire,2012,1321617,32074,5988,25024,1062,2426.9,453.1,1893.4,80.4
New Hampshire,2013,1322616,29278,4979,23355,944,2213.6,376.5,1765.8,71.4
New Hampshire,2014,1326813,26041,4162,21022,857,1962.7,313.7,1584.4,64.6
New Jersey,1960,6066782,83509,25698,45903,11908,1376.5,423.6,756.6,196.3
New Jersey,1961,6244000,89375,29329,47145,12901,1431.4,469.7,755,206.6
New Jersey,1962,6245000,101025,31868,54516,14641,1617.7,510.3,873,234.4
New Jersey,1963,6470000,114018,35993,61199,16826,1762.3,556.3,945.9,260.1
New Jersey,1964,6682000,127138,40143,68072,18923,1902.7,600.8,1018.7,283.2
New Jersey,1965,6774000,128214,42113,66177,19924,1892.7,621.7,976.9,294.1
New Jersey,1966,6898000,149454,49176,77374,22904,2166.6,712.9,1121.7,332
New Jersey,1967,7003000,178516,60321,88412,29783,2549.1,861.4,1262.5,425.3
New Jersey,1968,7078000,213630,71621,105309,36700,3018.2,1011.9,1487.8,518.5
New Jersey,1969,7148000,213701,68123,108336,37242,2989.7,953,1515.6,521
New Jersey,1970,7168164,235704,74649,121098,39957,3288.2,1041.4,1689.4,557.4
New Jersey,1971,7300000,263025,88720,131959,42346,3603.1,1215.3,1807.7,580.1
New Jersey,1972,7367000,255317,87981,124153,43183,3465.7,1194.3,1685.3,586.2
New Jersey,1973,7361000,271667,91609,137899,42159,3690.6,1244.5,1873.4,572.7
New Jersey,1974,7330000,320196,104774,175349,40073,4368.3,1429.4,2392.2,546.7
New Jersey,1975,7316000,346142,111288,195517,39337,4731.3,1521.2,2672.5,537.7
New Jersey,1976,7336000,367075,110346,219267,37462,5003.7,1504.2,2988.9,510.7
New Jersey,1977,7329000,346063,105229,203345,37489,4721.8,1435.8,2774.5,511.5
New Jersey,1978,7327000,350501,106700,202726,41075,4783.7,1456.3,2766.8,560.6
New Jersey,1979,7332000,390018,117421,221552,51045,5319.4,1601.5,3021.7,696.2
New Jersey,1980,7342164,425623,137900,234160,53563,5797,1878.2,3189.3,729.5
New Jersey,1981,7401000,410693,128274,231846,50573,5549.2,1733.2,3132.6,683.3
New Jersey,1982,7438000,377016,106418,223978,46620,5068.8,1430.7,3011.3,626.8
New Jersey,1983,7468000,344296,92391,206778,45127,4610.3,1237.2,2768.9,604.3
New Jersey,1984,7515000,325231,79871,202181,43179,4327.8,1062.8,2690.4,574.6
New Jersey,1985,7562000,344067,79923,213907,50237,4549.9,1056.9,2828.7,664.3
New Jersey,1986,7620000,355764,81595,215073,59096,4668.8,1070.8,2822.5,775.5
New Jersey,1987,7672000,362155,77392,219906,64857,4720.5,1008.8,2866.3,845.4
New Jersey,1988,7720000,363807,75675,219086,69046,4712.5,980.2,2837.9,894.4
New Jersey,1989,7736000,360532,75548,213878,71106,4660.4,976.6,2764.7,919.2
New Jersey,1990,7730188,371023,78628,219767,72628,4799.7,1017.2,2843,939.5
New Jersey,1991,7760000,372212,78821,221544,71847,4796.5,1015.7,2854.9,925.9
New Jersey,1992,7789000,345718,75508,206686,63524,4438.5,969.4,2653.6,815.6
New Jersey,1993,7879000,328867,76738,195876,56253,4174,974,2486.1,714
New Jersey,1994,7904000,319856,72074,195618,52164,4046.8,911.9,2474.9,660
New Jersey,1995,7945000,326056,69533,206339,50184,4103.9,875.2,2597.1,631.6
New Jersey,1996,7988000,303657,63259,193961,46437,3801.4,791.9,2428.2,581.3
New Jersey,1997,8053000,287038,60894,184979,41165,3564.4,756.2,2297,511.2
New Jersey,1998,8115000,260810,54459,171166,35185,3213.9,671.1,2109.3,433.6
New Jersey,1999,8143412,243333,46998,160978,35357,2988.1,577.1,1976.8,434.2
New Jersey,2000,8414350,233637,43924,155562,34151,2776.6,522,1848.8,405.9
New Jersey,2001,8511116,240551,46812,156031,37708,2826.3,550,1833.3,443
New Jersey,2002,8575252,227715,43899,148061,35755,2655.5,511.9,1726.6,417
New Jersey,2003,8642412,220350,43457,142287,34606,2549.6,502.8,1646.4,400.4
New Jersey,2004,8685166,211313,41030,139977,30306,2433,472.4,1611.7,348.9
New Jersey,2005,8703150,203391,38980,136728,27683,2337,447.9,1571,318
New Jersey,2006,8724560,198820,39384,134687,24749,2278.9,451.4,1543.8,283.7
New Jersey,2007,8685920,192338,37234,133145,21959,2214.4,428.7,1532.9,252.8
New Jersey,2008,8682661,199127,40402,138545,20180,2293.4,465.3,1595.7,232.4
New Jersey,2009,8707739,180752,36945,128303,15504,2075.8,424.3,1473.4,178
New Jersey,2010,8799593,183042,38732,128754,15556,2080.1,440.2,1463.2,176.8
New Jersey,2011,8834773,189719,43238,129066,17415,2147.4,489.4,1460.9,197.1
New Jersey,2012,8867749,181481,42338,122662,16481,2046.5,477.4,1383.2,185.9
New Jersey,2013,8911502,167634,35883,118005,13746,1881.1,402.7,1324.2,154.3
New Jersey,2014,8938175,154993,31710,111578,11705,1734.1,354.8,1248.3,131
New Mexico,1960,951023,21337,4331,14501,2505,2243.6,455.4,1524.8,263.4
New Mexico,1961,983000,20273,4357,13744,2172,2062.4,443.2,1398.2,221
New Mexico,1962,1020000,21654,5256,14109,2289,2122.9,515.3,1383.2,224.4
New Mexico,1963,1018000,23283,6080,14841,2362,2287.1,597.2,1457.9,232
New Mexico,1964,1008000,25303,6782,16108,2413,2510.2,672.8,1598,239.4
New Mexico,1965,1029000,27379,7563,17491,2325,2660.7,735,1699.8,225.9
New Mexico,1966,1022000,31133,9380,18971,2782,3046.3,917.8,1856.3,272.2
New Mexico,1967,1003000,30477,8539,19378,2560,3038.6,851.3,1932,255.2
New Mexico,1968,1015000,35997,9848,22792,3357,3546.5,970.2,2245.5,330.7
New Mexico,1969,994000,41973,12234,25622,4117,4222.6,1230.8,2577.7,414.2
New Mexico,1970,1016000,41977,12156,25729,4092,4131.6,1196.5,2532.4,402.8
New Mexico,1971,1030000,48595,14596,29274,4725,4718,1417.1,2842.1,458.7
New Mexico,1972,1065000,48102,15650,28409,4043,4516.6,1469.5,2667.5,379.6
